date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:09:36	17063/17063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265301e3e-42a7%22	https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	(from https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1757676056i&cssminify=yes)
02:09:36	154/154	---M--	200	added ('OK')	image/svg+xml	etag:%226466e655-9a%22	https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	(from https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1757676056i&cssminify=yes)
02:09:38	9703/9703	---MCZ	200	added ('OK')	application/javascript	etag:W/21769-1684465172505.707	https://emqore0.wordpress.com/wp-content/mu-plugins/comment-likes/js/comment-likes.js?m=1637585230i	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/wp-content/mu-plugins/comment-likes/js/comment-likes9835.js	(from https://emqore0.wordpress.com/about/)
02:09:40	15350/15350	---MCZ	200	added ('OK')	text/css	etag:W/%2268c4021f-3bf6%22	https://emqore0.wordpress.com/_static/??-eJxdjEEOhSAMBS8kVhfCyngWxIaoUAgt+df/mhijLuflzcAvK5dIkARiVTlUvxLDhpKt2y8GrgQxLTUgQ8FgBReVE8uHWsfcwKM4h+TvZrRlR1nJq9kWOK7v5ZSnOPZmMNrobtDbH0pFOcI=&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/_static/indexe63c.html	(from https://emqore0.wordpress.com/about/)
02:09:41	46186/46186	---MCZ	200	added ('OK')	text/css	etag:W/%22678ec827-b46a%22	https://emqore0.wordpress.com/_static/??-eJx9jeEKwjAMhF/Imo0J/SU+y1ZijaZNaTNkb29U0Kngv7svuTu4FhckK2aFNLvCc6TcIEhKhhzTBc21L7I1sgGCLEqWbi/xPKw69YTJGso8QcUkitB0Yfz5W21XnFiiyfgYftt/oYjiWMKoJPnDuCOPVO/RQ9r3fvC7vusGf74BG3BcnQ==&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/_static/index4ba4.html	(from https://emqore0.wordpress.com/about/)
02:09:42	19618/19618	---MCZ	200	added ('OK')	text/css	etag:W/%2268c4021f-4ca2%22	https://emqore0.wordpress.com/_static/??-eJxtjEsOwyAMBS9U6nYRWFU9CyEWIhiDsFGv34+qRP0s5+nNwK2ZUFmRFcowjUZMLLCiNh/ym0EGQ6nLIBToSF5xMa2KftExiBzgf5FSxr37op/7TDVuQvE9oyaOZvYdHtfP5Slfy+XsJmedPU12vQPhXUuA&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/_static/indexce81.html	(from https://emqore0.wordpress.com/2025/10/12/debtors/)
02:09:43	38226/38226	---MCZ	200	added ('OK')	text/css	etag:W/38226-1760015948003.8784	https://emqore0.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/sun/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments.css?m=1760015937i&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/sun/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments9fd9.css	(from https://emqore0.wordpress.com/2025/10/11/hello-world/)
02:09:43	4730/4730	---MCZ	200	added ('OK')	application/javascript	etag:W/%226801f677-127a%22	https://emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/hooks/index.min.js?m=1744959081i&ver=84e753e2b66eb7028d38	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/hooks/index.min0e4e.js	(from https://emqore0.wordpress.com/2025/10/11/hello-world/)
02:09:44	8831/8831	---MCZ	200	added ('OK')	application/javascript	etag:W/%226801f67f-227f%22	https://emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/i18n/index.min.js?m=1744959081i&ver=bd5a2533e717a1043151	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/i18n/index.minb892.js	(from https://emqore0.wordpress.com/2025/10/11/hello-world/)
02:09:44	850/850	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22cc79eb35159071fe137fe7f2d6000770%22	https://emqore0.wordpress.com/about/feed/	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/about/feed/index.html	(from https://emqore0.wordpress.com/about/)
02:09:44	885/885	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22eae4a7003c44c4ee53575bc05e4fd992%22	https://emqore0.wordpress.com/2025/10/12/debtors/feed/	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/2025/10/12/debtors/feed/index.html	(from https://emqore0.wordpress.com/2025/10/12/debtors/)
02:09:44	33749/33749	---MCZ	200	added ('OK')	text/css	etag:W/%226880eca6-83d5%22	https://emqore0.wordpress.com/_static/??-eJyNjcsKAjEMRX/IGtQZBxfip0hMS9sxTYppGfx7H7gRN+7ugcs5sFRHKi1Ig9Jd5R6zGMyhVaTrh8G6QFHfORhYwlvw6P39PbPENZmt4G/ROQuBKWVkxxrVvuBH1lIoz2waILJekF+HUzlupnG3nQ77YZwfuRJIaQ==&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/_static/index3b27.html	(from https://emqore0.wordpress.com/2025/10/12/debtors/)
02:09:45	434/434	---M--	200	added ('OK')	application/javascript	etag:%22689b5ad8-1b2%22	https://emqore0.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/sun/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/assets/dynamic-loader.js?m=1755011788i&minify=false&ver=adc3e7b923a66edb437b	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/sun/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/assets/dynamic-loader07b7.js	(from https://emqore0.wordpress.com/2025/10/11/hello-world/)
02:09:48	45790/45790	---MCZ	200	added ('OK')	application/javascript	etag:W/%22689b5ad8-b2de%22	https://emqore0.wordpress.com/_static/??-eJx9jEEOwjAMBD9EanKo2gviKSjEVus0cUMdC/F7KuCEELfd0c7Cvbq4SiNpUMzVbBOLQuaFFG5GRnMQzLR1SQ/wexzXUnbk3lL6An/ERK2GuHw6qAlcWCJcjTOCzmEjDIiPV2SZusKy353LyQ99f/R+GMf0BA8sR9M=	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/_static/index61e7.html	(from https://emqore0.wordpress.com/2025/10/12/debtors/)
02:10:59	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2012%20Oct%202025%2001:09:46%20GMT	https://emqore0.wordpress.com/2025/10/12/debtors/?share=facebook	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/2025/10/12/debtors/index5a58.html	(from https://emqore0.wordpress.com/2025/10/12/debtors/)
02:11:01	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2012%20Oct%202025%2001:09:46%20GMT	https://emqore0.wordpress.com/2025/10/12/debtors/?share=twitter	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/2025/10/12/debtors/index9a7b.html	(from https://emqore0.wordpress.com/2025/10/12/debtors/)
02:11:01	906/906	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2218774cc4485754af0356e25c0588e0c0%22	https://emqore0.wordpress.com/2025/10/12/administrators/feed/	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/2025/10/12/administrators/feed/index.html	(from https://emqore0.wordpress.com/2025/10/12/administrators/)
02:11:03	29666/29666	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267e69945-73e2%22	https://emqore0.wordpress.com/_static/??/wp-content/mu-plugins/likes/queuehandler.js,/wp-content/mu-plugins/akismet-3.0/_inc/akismet-frontend.js,/wp-includes/js/comment-reply.min.js?m=1743165756j	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/_static/index5abb.html	(from https://emqore0.wordpress.com/2025/10/11/hello-world/)
02:11:04	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2012%20Oct%202025%2001:09:48%20GMT	https://emqore0.wordpress.com/2025/10/12/administrators/?share=twitter	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/2025/10/12/administrators/index9a7b.html	(from https://emqore0.wordpress.com/2025/10/12/administrators/)
02:11:05	23730/23730	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268cbd373-5cb2%22	https://emqore0.wordpress.com/_static/??-eJxtzUEKAjEMheELGcMgMt2IR5GYFmmnacskda4/XegsxO33+Hm4NeBaLBRD6dByf8WiyFVkEOS4BMX0A+ekJ/wfpmCNeIFBWxvRZ0Dt5bs93qH4uiJ1q0JmkY+KVIMpPnvM/kDlNTYDT0bj+C63ab66ybmLm9MOUIZHSg==	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/_static/index79d0.html	(from https://emqore0.wordpress.com/2025/10/11/hello-world/)
02:11:05	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2012%20Oct%202025%2001:11:00%20GMT	https://emqore0.wordpress.com/2025/10/12/administrators/?share=facebook	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/2025/10/12/administrators/index5a58.html	(from https://emqore0.wordpress.com/2025/10/12/administrators/)
02:11:05	895/895	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22fbb7258868549e2d61843a88b560c334%22	https://emqore0.wordpress.com/2025/10/11/hello-world/feed/	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/2025/10/11/hello-world/feed/index.html	(from https://emqore0.wordpress.com/2025/10/11/hello-world/)
02:11:07	29782/29782	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226466d542-7456%22	https://emqore0.wordpress.com/i/noticons/Noticons.eot?	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/i/noticons/Noticonsd41d.eot	(from https://emqore0.wordpress.com/_static/??-eJx9jeEKwjAMhF/Imo0J/SU+y1ZijaZNaTNkb29U0Kngv7svuTu4FhckK2aFNLvCc6TcIEhKhhzTBc21L7I1sgGCLEqWbi/xPKw69YTJGso8QcUkitB0Yfz5W21XnFiiyfgYftt/oYjiWMKoJPnDuCOPVO/RQ9r3fvC7vusGf74BG3BcnQ==&cssminify=yes)
02:11:07	29604/29604	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%226466d542-73a4%22	https://emqore0.wordpress.com/i/noticons/Noticons.ttf	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/i/noticons/Noticons.ttf	(from https://emqore0.wordpress.com/_static/??-eJx9jeEKwjAMhF/Imo0J/SU+y1ZijaZNaTNkb29U0Kngv7svuTu4FhckK2aFNLvCc6TcIEhKhhzTBc21L7I1sgGCLEqWbi/xPKw69YTJGso8QcUkitB0Yfz5W21XnFiiyfgYftt/oYjiWMKoJPnDuCOPVO/RQ9r3fvC7vusGf74BG3BcnQ==&cssminify=yes)
02:11:08	106065/106065	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466e5c7-19e51%22	https://emqore0.wordpress.com/i/noticons/Noticons.svg	/Users/jehmukkar/Desktop/emqore0-static/emqore0.wordpress.com/i/noticons/Noticons.svg	(from https://emqore0.wordpress.com/_static/??-eJx9jeEKwjAMhF/Imo0J/SU+y1ZijaZNaTNkb29U0Kngv7svuTu4FhckK2aFNLvCc6TcIEhKhhzTBc21L7I1sgGCLEqWbi/xPKw69YTJGso8QcUkitB0Yfz5W21XnFiiyfgYftt/oYjiWMKoJPnDuCOPVO/RQ9r3fvC7vusGf74BG3BcnQ==&cssminify=yes)
