date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:50:12	1336/1336	---MCZ	200	added ('OK')	application/xml	date:Sun,%2012%20Oct%202025%2017:50:11%20GMT	https://emqore0.wordpress.com/osd.xml	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/osd.xml	(from https://emqore0.wordpress.com/)
18:50:14	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684465184641.707	https://emqore0.wordpress.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://emqore0.wordpress.com/)
18:50:14	76251/76251	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2017:50:13%20GMT	https://emqore0.wordpress.com/about/	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/about/index.html	(from https://emqore0.wordpress.com/)
18:50:14	124721/124721	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2017:50:14%20GMT	https://emqore0.wordpress.com/the-creditors/	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/the-creditors/index.html	(from https://emqore0.wordpress.com/)
18:50:16	13777/13777	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268c15b0d-35d1%22	https://emqore0.wordpress.com/wp-content/js/bilmur.min.js?i=16&m=202541	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/js/bilmur.min00e5.js	(from https://emqore0.wordpress.com/)
18:50:17	126462/126462	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2017:50:16%20GMT	https://emqore0.wordpress.com/debtors/	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/debtors/index.html	(from https://emqore0.wordpress.com/)
18:50:17	127118/127118	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2017:50:16%20GMT	https://emqore0.wordpress.com/the-administrators/	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/the-administrators/index.html	(from https://emqore0.wordpress.com/)
18:50:18	1237/1237	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466e628-4d5%22	https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/wpcom-mark.svg	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/wpcom-mark.svg	(from https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1757676056i&cssminify=yes)
18:50:19	17063/17063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265301e40-42a7%22	https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	(from https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1757676056i&cssminify=yes)
18:50:19	13646207/13646207	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Oct%202025%2010:28:29%20GMT	https://emqore0.wordpress.com/wp-content/uploads/2025/10/gettyimages-1364054996.jpg	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/uploads/2025/10/gettyimages-1364054996.jpg	(from https://emqore0.wordpress.com/)
18:50:19	154/154	---M--	200	added ('OK')	image/svg+xml	etag:%226466d589-9a%22	https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	(from https://emqore0.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1757676056i&cssminify=yes)
18:50:21	9703/9703	---MCZ	200	added ('OK')	application/javascript	etag:W/21769-1684465172505.707	https://emqore0.wordpress.com/wp-content/mu-plugins/comment-likes/js/comment-likes.js?m=1637585230i	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/mu-plugins/comment-likes/js/comment-likes9835.js	(from https://emqore0.wordpress.com/about/)
18:50:22	15350/15350	---MCZ	200	added ('OK')	text/css	etag:W/%2268c40220-3bf6%22	https://emqore0.wordpress.com/_static/??-eJxdjNEKhSAQRH/oerce0qfoW8wWqdQVd6XfryCiehk4w8yBLStHSTAJxKpyqH5ODAtKtm69GCLRGVMNyFAwWMFJZWL50N8x/+ChHAP5WxptWVHm5NVoCxzTd3Oeh9i3pjPa6KbTyw6G1Tol&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/_static/indexbc6b.html	(from https://emqore0.wordpress.com/about/)
18:50:23	6808/6808	---MCZ	200	added ('OK')	text/css	etag:W/6808-1744959099277.0513	https://emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/block-library/blocks/image/style.css?m=1744959081i&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/block-library/blocks/image/style00e5.css	(from https://emqore0.wordpress.com/the-creditors/)
18:50:23	42233/42233	---MCZ	200	added ('OK')	text/css	etag:W/%226466d587-a4f9%22	https://emqore0.wordpress.com/_static/??-eJx9jFEKg0AMRC9kDMJK24/Ss9hlu8RmE3FXen1jBcUi/Zs3wxv8DOBVSpCCaYKBp0iS0WtKVgHTOxjln6a2pkJC0UJm5y2sw/nnGJ6s0WL8Hu74T4pBgdV3hVQOAC/uaFzUR7o3rr05d700rp8Bg7ZNhA==&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/_static/indexe79c.html	(from https://emqore0.wordpress.com/about/)
18:50:24	4730/4730	---MCZ	200	added ('OK')	application/javascript	etag:W/%226801f677-127a%22	https://emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/hooks/index.min.js?m=1744959081i&ver=84e753e2b66eb7028d38	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/hooks/index.min0e4e.js	(from https://emqore0.wordpress.com/the-creditors/)
18:50:25	37147/37147	---MCZ	200	added ('OK')	text/css	etag:W/%2268ccc149-911b%22	https://emqore0.wordpress.com/_static/??-eJy1jUEOwjAMBD9EMFQgygHxFBScNHKb2FXsgPg9FAE/4Lij1QzcZ4fCFtmgNDfnlogVxmizx+mzoYjwl11ukYNU8M2keDPC33uQWhQCqcE1C04KA8UcXPVGnEDtkeMaVVfwp+ri9GhvBK8QpNqYhJfouZy2h33f7Y5dvxmfhJ9d2Q==&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/_static/indexe044.html	(from https://emqore0.wordpress.com/the-creditors/)
18:50:25	37023/37023	---MCZ	200	added ('OK')	text/css	etag:W/%2268810079-909f%22	https://emqore0.wordpress.com/_static/??-eJyNjMEKgzAQBX9Ifdha9CJ+StF1KdFkN7gJ+X0RbM89zjAMSqxJJbEkhFxHnz9ODBunONN+M4Kq4O2EsHil3WDFRT4aMqvw/yHomj0baD40G/tf9BXXcApj27+ej6Hr2247ASkBO20=&cssminify=yes	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/_static/index79e6.html	(from https://emqore0.wordpress.com/the-creditors/)
18:50:25	8831/8831	---MCZ	200	added ('OK')	application/javascript	etag:W/%226801f67f-227f%22	https://emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/i18n/index.min.js?m=1744959081i&ver=bd5a2533e717a1043151	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build/i18n/index.minb892.js	(from https://emqore0.wordpress.com/the-creditors/)
18:50:26	17388/17388	---MCZ	200	added ('OK')	application/javascript	etag:W/17394-1760036260200.1716	https://emqore0.wordpress.com/wp-content/mu-plugins/jetpack-plugin/moon/jetpack_vendor/automattic/jetpack-forms/dist/modules/form/view.js?m=1760036250i&ver=15.2-a.0	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/mu-plugins/jetpack-plugin/moon/jetpack_vendor/automattic/jetpack-forms/dist/modules/form/viewace8.js	(from https://emqore0.wordpress.com/the-creditors/)
18:50:27	37841/37841	---MCZ	200	added ('OK')	application/javascript	etag:W/%226801f678-93d1%22	https://emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build-module/interactivity/index.min.js?m=1744959081i&ver=d9948f13df6155717023	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/plugins/gutenberg-core/v20.6.0/build-module/interactivity/index.min2f0c.js	(from https://emqore0.wordpress.com/the-creditors/)
18:50:27	850/850	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%220eafde7ac307c8d81f8be444398ad106%22	https://emqore0.wordpress.com/about/feed/	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/about/feed/index.html	(from https://emqore0.wordpress.com/about/)
18:50:28	45643/45643	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Oct%202025%2016:10:47%20GMT	https://emqore0.wordpress.com/wp-content/uploads/2025/10/istockphoto-453603025-612x612-1.jpg?w=408	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/uploads/2025/10/istockphoto-453603025-612x612-15eb8.jpg	(from https://emqore0.wordpress.com/the-creditors/)
18:50:31	41247/41247	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267fd311c-a11f%22	https://emqore0.wordpress.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?m=1744646400i	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-includes/js/dist/vendor/wp-polyfill.min6ae8.js	(from https://emqore0.wordpress.com/the-creditors/)
18:50:31	4739/4739	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268c88e9a-1283%22	https://emqore0.wordpress.com/wp-content/mu-plugins/jetpack-plugin/moon/jetpack_vendor/automattic/jetpack-forms/dist/blocks/view.js?m=1757974162i&minify=false&ver=6351d260e066394d3f11	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/mu-plugins/jetpack-plugin/moon/jetpack_vendor/automattic/jetpack-forms/dist/blocks/viewa85c.js	(from https://emqore0.wordpress.com/the-creditors/)
18:50:32	49615/49615	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268a891dd-c1cf%22	https://emqore0.wordpress.com/_static/??-eJx9jcEKgzAQRH+ocREa4kX6KWLXUDZmd0OT4O+bg/YgxeM85s3AlgyqFC8FuJoU64ckQ/AlzbgeGVhVYCJBeFeKC+D81Zp9/PVO0DFJF/ID/s+iMjdkIq2+nVzAnXjsmy015RKb9+Kxd9YOzg1PG3bQ209R	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/_static/indexc195.html	(from https://emqore0.wordpress.com/the-creditors/)
18:50:32	198902/198902	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Oct%202025%2016:08:00%20GMT	https://emqore0.wordpress.com/wp-content/uploads/2025/10/justice-scale-and-lady-justice-k7iegk4785mxrnj6.jpg	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/uploads/2025/10/justice-scale-and-lady-justice-k7iegk4785mxrnj6.jpg	(from https://emqore0.wordpress.com/the-creditors/)
18:50:33	57280/57280	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Oct%202025%2016:52:39%20GMT	https://emqore0.wordpress.com/wp-content/uploads/2025/10/48e18fc0-6ec5-11f0-b172-55e938a4abab.jpg?w=1024	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/uploads/2025/10/48e18fc0-6ec5-11f0-b172-55e938a4abab2dff.jpg	(from https://emqore0.wordpress.com/the-administrators/)
18:50:34	122908/122908	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Oct%202025%2016:56:03%20GMT	https://emqore0.wordpress.com/wp-content/uploads/2025/10/royal_courts_of_justice_sign.jpg?w=522	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/uploads/2025/10/royal_courts_of_justice_sign2d71.jpg	(from https://emqore0.wordpress.com/the-administrators/)
18:50:39	29782/29782	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226466d542-7456%22	https://emqore0.wordpress.com/i/noticons/Noticons.eot?	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/i/noticons/Noticonsd41d.eot	(from https://emqore0.wordpress.com/_static/??-eJx9jFEKg0AMRC9kDMJK24/Ss9hlu8RmE3FXen1jBcUi/Zs3wxv8DOBVSpCCaYKBp0iS0WtKVgHTOxjln6a2pkJC0UJm5y2sw/nnGJ6s0WL8Hu74T4pBgdV3hVQOAC/uaFzUR7o3rr05d700rp8Bg7ZNhA==&cssminify=yes)
18:50:39	29604/29604	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%226466d542-73a4%22	https://emqore0.wordpress.com/i/noticons/Noticons.ttf	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/i/noticons/Noticons.ttf	(from https://emqore0.wordpress.com/_static/??-eJx9jFEKg0AMRC9kDMJK24/Ss9hlu8RmE3FXen1jBcUi/Zs3wxv8DOBVSpCCaYKBp0iS0WtKVgHTOxjln6a2pkJC0UJm5y2sw/nnGJ6s0WL8Hu74T4pBgdV3hVQOAC/uaFzUR7o3rr05d700rp8Bg7ZNhA==&cssminify=yes)
18:50:39	1563696/1563696	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Oct%202025%2015:27:03%20GMT	https://emqore0.wordpress.com/wp-content/uploads/2025/10/chatgpt-image-oct-12-2025-at-04_22_54-pm-1.png	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/uploads/2025/10/chatgpt-image-oct-12-2025-at-04_22_54-pm-1.png	(from https://emqore0.wordpress.com/debtors/)
18:50:40	106065/106065	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466d54a-19e51%22	https://emqore0.wordpress.com/i/noticons/Noticons.svg	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/i/noticons/Noticons.svg	(from https://emqore0.wordpress.com/_static/??-eJx9jFEKg0AMRC9kDMJK24/Ss9hlu8RmE3FXen1jBcUi/Zs3wxv8DOBVSpCCaYKBp0iS0WtKVgHTOxjln6a2pkJC0UJm5y2sw/nnGJ6s0WL8Hu74T4pBgdV3hVQOAC/uaFzUR7o3rr05d700rp8Bg7ZNhA==&cssminify=yes)
18:50:41	1906366/1906366	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Oct%202025%2015:06:15%20GMT	https://emqore0.wordpress.com/wp-content/uploads/2025/10/london-coat-of-arms-and-cityscape-2.png?w=1024	/Users/jehmukkar/Desktop/emqore0-static-new/emqore0.wordpress.com/wp-content/uploads/2025/10/london-coat-of-arms-and-cityscape-22dff.png	(from https://emqore0.wordpress.com/debtors/)
